,node_id,STCD,lat,lon,node,reach_mean
0,42460000150161,21101000.0,41.26262821,122.6796604,0.19594964422550626,0.11143695014662756
1,42460000150171,21101000.0,41.26342333,122.6812547,0.00689655172413793,0.11143695014662756
2,42481500090731,20600200.0,42.32924439,123.8363506,-0.1233288770053476,0.034027149321266964
3,42481500090741,20600200.0,42.33028879,123.8375698,0.27481392557022805,0.034027149321266964
4,42481500090751,20600200.0,42.3314291,123.8389283,0.17325227963525838,0.034027149321266964
5,42246100030131,10959200.0,45.19309675,124.7549379,-0.13846153846153847,-0.07542213883677298
6,42246100030141,10959200.0,45.19285917,124.7573227,-0.07078507078507079,-0.07542213883677298
7,42246100030151,10959200.0,45.19243673,124.7597233,0.22356567093409196,-0.07542213883677298
8,42249800140261,11200260.0,49.24794694,125.0786605,0.08897661706650471,-0.15217391304347824
9,42249900340171,11200020.0,50.04802031,125.3190205,0.31275797373358355,0.35112244897959183
10,42249900340181,11200020.0,50.04892712,125.3211428,0.7489878542510121,0.35112244897959183
11,42249900340191,11200020.0,50.05012937,125.3232096,0.1803001876172608,0.35112244897959183
12,42272100010501,10400070.0,51.66776923,126.6095552,-0.20085470085470084,0.0037819799777530586
13,42272100010491,10400070.0,51.66938355,126.6106569,0.44433497536945804,0.0037819799777530586
14,43120100160201,30101400.0,39.73383129,118.7555427,-0.33928571428571425,-0.18125352907961606
15,43120100160191,30101400.0,39.73224033,118.7561873,-0.058823529411764705,-0.18125352907961606
16,43120100160181,30101400.0,39.73032721,118.7565427,-0.07012987012987014,-0.18125352907961606
17,43428400030541,50500900.0,32.30147424,115.7430779,0.5549450549450549,0.17440660474716205
18,43428700020024,50100700.0,32.43422802,115.4132969,0.2186874304783092,0.23952569169960472
19,43428700010821,50100700.0,32.4357555,115.4171478,0.11264822134387352,0.23952569169960472
20,43428700020014,50100700.0,32.43467543,115.4154162,-0.4031620553359684,0.23952569169960472
21,43428400030531,50500900.0,32.30233611,115.7447879,0.1398601398601399,0.17440660474716205
22,43428400030521,50500900.0,32.30280626,115.7465335,-0.2027972027972028,0.17440660474716205
23,43210800030561,41657600.0,34.7207901,112.9302671,0.37619047619047624,0.15019762845849802
24,43210800030551,41657600.0,34.72261661,112.9315645,0.12421695951107714,0.15019762845849802
25,43210800510021,41643400.0,34.71006846,112.6012663,0.3071428571428571,0.20266963292547271
26,43210800500024,41643400.0,34.71006842,112.6055527,0.2686202686202686,0.20266963292547271
27,42257000070041,10400241.0,49.36822216,128.9391874,0.13914529914529913,0.07230915125651967
28,42258000020291,10400171.0,49.36412276,128.9303646,0.1470781352593565,0.18499061913696063
29,42258000020301,10400171.0,49.36241777,128.9300478,0.13701028671481721,0.18499061913696063
30,42258000020311,10400171.0,49.36091729,128.9289385,0.1698402276209236,0.18499061913696063
31,42241500150111,11121820.0,46.83137174,130.3341919,0.024066390041493777,0.019148703359229673
32,42241500150101,11121820.0,46.8369149,130.3419413,0.13263296126066973,0.019148703359229673
33,42242100050571,11100120.0,45.98978695,129.5906746,0.31539361524318904,0.4706204179888391
34,42242100050581,11100120.0,45.98800349,129.5910447,0.6795600366636114,0.4706204179888391
35,42242100050591,11100120.0,45.98682503,129.5919423,0.7459132449478696,0.4706204179888391
36,42243100090651,11022450.0,45.9673524,128.750872,0.4167925098157656,0.2633673469387755
37,42243100090661,11022450.0,45.96583053,128.7484358,0.2588931204926668,0.2633673469387755
38,42243200030021,11021670.0,45.80721531,128.7226414,0.2994868035190616,0.19802677942212826
39,42243200030031,11021670.0,45.80660083,128.7210757,0.34797570850202436,0.19802677942212826
40,42440400830901,11605400.0,41.74268851,125.9544446,0.174025974025974,-0.032270168855534714
41,42440400830911,11605400.0,41.74377388,125.9562622,0.5150293255131965,-0.032270168855534714
42,42257000070061,10400241.0,49.36497142,128.9369994,-0.07368421052631578,0.07230915125651967
43,42257000070051,10400241.0,49.36691466,128.9375119,0.06692657569850552,0.07230915125651967
44,42460000150181,21101000.0,41.26456912,122.6843139,0.08187464709203841,0.11143695014662756
45,42460000040301,21110800.0,41.18575299,122.7188461,0.06692307692307692,0.08483853311439518
46,42460000040291,21110800.0,41.18413158,122.7176786,0.12410256410256408,0.08483853311439518
47,42460000040281,21110800.0,41.18261215,122.7162181,0.22347826086956518,0.08483853311439518
48,42249800140271,11200260.0,49.25053451,125.0798922,0.010085574572127139,-0.15217391304347824
49,42249800140281,11200260.0,49.25144177,125.0803505,-0.38970990695128627,-0.15217391304347824
50,43210800030571,41657600.0,34.72004631,112.9291037,0.13856304985337242,0.15019762845849802
51,43210800510011,41643400.0,34.70996787,112.603544,0.6666666666666669,0.20266963292547271
52,42247700040371,11420330.0,45.54284932,124.3501048,-0.28484848484848485,-0.6083916083916086
53,42247700040361,11420330.0,45.54265573,124.3533668,-0.41818181818181815,-0.6083916083916086
54,42247700040351,11420330.0,45.54152411,124.3535746,-0.3333333333333334,-0.6083916083916086
55,42440400830891,11605400.0,41.74173252,125.9524667,0.15123152709359602,-0.032270168855534714
